time_s,gps_available,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf_yaw,accel_bias_x,accel_bias_y,gyro_bias_z,reference_x,reference_y,position_error,position_error_x,position_error_y
4883.1,True,-4629.450933119726,531.597575129572,6.88216462035348,2.01971702042622,-0.4478245788085345,-0.1339368578101323,-0.31511310586536073,0.0,-4633.957141545469,531.8733950612442,4.514641847472295,4.506208425743353,-0.2758199316722312
4883.1990000000005,True,-4629.120146096916,531.6707597749692,6.745557723574106,1.9455660852257357,-0.448121578808535,-0.12243409423595664,-0.30841910195048855,0.0,-4633.7823195774245,531.895436319896,4.667584076607191,4.6621734805085,-0.22467654492686506
4883.299,True,-4628.905312582524,531.5386167993894,6.526742239995013,1.856481862208625,-0.4485515788085327,-0.10661401466810817,-0.3012823176315752,0.0,-4633.639351340156,531.9397414777396,4.751002417000719,4.734038757632334,-0.4011246783502429
4883.399,True,-4628.582603305505,531.8911141897163,6.3529924432149905,1.9376574106803348,-0.4505915788085401,-0.09500385236211446,-0.3044219841390891,0.0,-4633.503446616754,531.9732486448609,4.921528722114156,4.920843311249882,-0.08213445514456907
4883.499000000001,True,-4628.223660131295,531.9597938163305,6.243359545640604,1.95922683446197,-0.451381578808543,-0.08709737076379499,-0.3034194683706415,0.0,-4633.381057655429,532.0066444917067,5.157610319491203,5.1573975241335575,-0.04685067537616305
4883.6,True,-4627.937366092491,531.8292857675644,6.092866690663289,1.843869554982505,-0.4513310788085432,-0.07686843572356067,-0.2925903117032992,0.0,-4633.305124881432,532.0515062462215,5.372356685606749,5.367758788940591,-0.22222047865705008
4883.700000000001,True,-4627.69745643455,531.9509128228073,5.938816574559462,1.8104748246278295,-0.4511510788085425,-0.06486834407052816,-0.2878535145024256,0.0,-4633.189663597183,532.0515062462227,5.4931283030815425,5.492207162633349,-0.10059342341548927
4883.8,True,-4627.531311332983,532.0432167343962,5.79954651475371,1.7734579861930415,-0.4508610788085441,-0.05393578910751553,-0.28323381952260257,0.0,-4633.135328875167,532.0849020930578,5.604172577841698,5.60401754218401,-0.04168535866165257
4883.899,True,-4627.325826589905,532.2763557638169,5.662914905991317,1.7921083615524653,-0.45174217880854556,-0.04349274047398434,-0.2817426832696424,0.0,-4633.047917891153,532.0738814641246,5.725672423554556,5.722091301247929,0.20247429969231234
4883.999000000001,True,-4627.1691566749105,532.3901995100986,5.4846155929205525,1.7958892230819135,-0.45105217880854304,-0.03089464438958811,-0.28233903392669063,0.0,-4632.999967498987,532.1178526619437,5.837167778286371,5.830810824076252,0.27234684815482524
4884.1,True,-4627.243002197652,532.6286916793787,5.274344130517782,1.7974863922732653,-0.45095117880854335,-0.016102786867940765,-0.28086620881827457,0.0,-4632.9519491884175,532.1182979398963,5.731716803251779,5.7089469907659804,0.5103937394824243
4884.200000000001,True,-4627.31515564055,532.5928730801338,5.061723820154397,1.729662633671367,-0.45095117880854335,-0.0009406178659588926,-0.2759400010232909,0.0,-4632.890822626174,532.1294298898981,5.594894272919707,5.575666985623684,0.4634431902356937
4884.299,True,-4627.208501416439,532.7497925038066,4.932370347713002,1.7785963503612499,-0.45005027880855025,0.00824229390060101,-0.27725664533078603,0.0,-4632.8572030169325,532.1735124079814,5.678021532212358,5.6487016004939505,0.5762800958251546
4884.400000000001,True,-4627.325479428059,532.8101397558336,4.726822031679559,1.7443981533748387,-0.450888578808555,0.02333495240264533,-0.2726362028829486,0.0,-4632.822904223646,532.1850896351525,5.532844389326174,5.497424795586994,0.6250501206810668
4884.5,True,-4627.347479924272,532.9541558804865,4.592182303611841,1.7552592791316202,-0.4500485788085596,0.034492104579683505,-0.27084421983678897,0.0,-4632.795736862644,532.1850896351526,5.502269218806707,5.448256938371742,0.7690662453338746
4884.599,True,-4627.284574469634,533.0608682883412,4.436275191983159,1.7072939406649372,-0.44978127880855917,0.04674357778924229,-0.265414553320694,0.0,-4632.775565097103,532.1850896351526,5.560392640842124,5.490990627468818,0.875778653188604
4884.700000000001,True,-4627.244618099897,533.1797690471377,4.262491558623445,1.7132762957565082,-0.44967017880855853,0.059529572391086305,-0.26204238599202684,0.0,-4632.754985821162,532.196221584362,5.597456389745055,5.510367721265538,0.9835474627757321
4884.8,True,-4627.293588343188,533.0599160690352,4.1418293778001045,1.6265841546726347,-0.44835017880856576,0.06911794128266825,-0.2532527418864587,0.0,-4632.741402140655,532.196221584362,5.515853817381488,5.4478137974665515,0.8636944846732604
4884.899,True,-4627.268772377901,533.2410711204632,4.022079782202514,1.6639334159657027,-0.4489441788085668,0.07909901425449957,-0.2523722576630509,0.0,-4632.734678218802,532.2072422140792,5.562816630923284,5.4659058409015415,1.0338289063839738
4884.999000000001,True,-4627.188505221355,533.2010914885528,3.947795099182982,1.6193326684770546,-0.44881417880856633,0.08671637957091469,-0.2455111884401982,0.0,-4632.71443853486,532.2073535335714,5.614575149419578,5.525933313505448,0.9937379549813841
4885.099,True,-4627.135379464331,533.0616755458728,3.827378021606338,1.5840324445060248,-0.4486341788085674,0.09710772407031136,-0.23970860005302086,0.0,-4632.694063014112,532.2073535335714,5.623951360680918,5.558683549780653,0.8543220123013953
4885.200000000001,True,-4627.181964366316,533.1504514551207,3.708546148168126,1.5929536559687079,-0.4486038788085672,0.10630705317913959,-0.23704255482165917,0.0,-4632.673483738141,532.2184854827816,5.5700399984856235,5.491519371825234,0.9319659723390714
4885.299,True,-4627.152769482558,533.3066282715183,3.615109512351799,1.6412852131781779,-0.4481682788085705,0.11488511881282534,-0.23649460748050724,0.0,-4632.639864128912,532.2405267414318,5.589703044930281,5.487094646354308,1.0661015300864847
4885.400000000001,True,-4627.207371868579,533.3813080393749,3.469681873118296,1.6448996397569915,-0.4472693788085655,0.12771931544100398,-0.23248267127561278,0.0,-4632.612357175883,532.251881329618,5.521727163205603,5.404985307303832,1.129426709756899
4885.5,True,-4627.312728971432,533.5952586595283,3.3238908883809,1.6964782480717406,-0.4467893788085681,0.13937100793991272,-0.2316199612559321,0.0,-4632.571606134401,532.2630132788275,5.425003849730865,5.258877162968929,1.3322453807007832
4885.599,True,-4627.507833089735,533.5885349593108,3.15570553928284,1.6880229626059464,-0.447343778808569,0.1527954269093397,-0.22626464330806453,0.0,-4632.531262603306,532.2960751671969,5.187031558805385,5.023429513570591,1.2924597921138457
4885.6990000000005,True,-4627.510374339522,533.7219843545276,3.057642125333314,1.713847315919961,-0.4481037788085718,0.16105542753652244,-0.22413128160660278,0.0,-4632.483787639957,532.3184503851002,5.167663636526643,4.973413300434913,1.4035339694274853
4885.799,True,-4627.555039154,533.8969364070867,2.975778209877103,1.7961971507938104,-0.44849377880856967,0.16773997066714288,-0.2260743797502799,0.0,-4632.41607299267,532.3296936538006,5.1074357390397225,4.861033838669755,1.5672427532861093
4885.899,True,-4627.411586815332,533.8798668635541,2.9281841036376446,1.7591227755083083,-0.44868377880857035,0.1723300293607535,-0.2193236957592719,0.0,-4632.354878512021,532.3518462327274,5.17406801721675,4.9432916966889024,1.5280206308266315
4886.0,True,-4627.35921023409,533.8799284006626,2.867711091025785,1.7628570056387067,-0.4463708788085782,0.1779276400917778,-0.2145120335097647,0.0,-4632.279557003647,532.3743327693397,5.145544727018563,4.920346769557,1.5055956313228762
4886.099,True,-4627.328146150444,533.927905895285,2.814032727917641,1.8114869933617532,-0.44362857880857376,0.18346908284920493,-0.21072775645065586,0.0,-4632.205593863306,532.3633121396222,5.122250463610683,4.877447712861795,1.5645937556628269
4886.200000000001,True,-4627.320886120375,533.8680757262237,2.719913898249846,1.8388332269013161,-0.4407904788085578,0.1913698524810783,-0.20576900976254717,0.0,-4632.123344677868,532.396596667759,5.022833743609131,4.8024585574930825,1.471479058464638
4886.299,True,-4627.266590199772,533.9573319619229,2.6894851896363754,1.972981065250916,-0.43910747880857054,0.19500301177254026,-0.20269568089628695,0.0,-4632.022485850158,532.4076172974756,5.002015491635971,4.755895650386265,1.5497146644473787
4886.399,True,-4627.098330272244,534.10513979397,2.6778722134846946,2.129633220237436,-0.434827478808555,0.19670193395785224,-0.19984851918322852,0.0,-4631.927332168253,532.4407905053364,5.107770341962487,4.829001896008776,1.6643492886336162
4886.499000000001,True,-4626.973365356361,534.1944186766797,2.583245431215281,2.2680271836956805,-0.4267474788085256,0.2019722130727475,-0.19600244963301222,0.0,-4631.805350717328,532.4631657232401,5.132769166580157,4.831985360967337,1.7312529534395935
4886.6,True,-4627.100356050622,534.2676250255441,2.4381563366458234,2.452201324522987,-0.4223943788085403,0.20923494252730468,-0.19106989911437783,0.0,-4631.681875061593,532.4522564122238,4.928070580877842,4.581519010970624,1.8153686133202882
4886.6990000000005,True,-4627.272958399955,534.1411346200309,2.204226780338504,2.5237376142665022,-0.4180680788085333,0.2167637920291598,-0.18205773319487278,0.0,-4631.527224859089,532.4632770427245,4.573181513458124,4.25426645913376,1.6778575773064404
4886.799,True,-4627.279313339202,534.3134338871976,2.1329700835818257,2.6852104009413007,-0.4116680788085682,0.21991948627659322,-0.1794906447613252,0.0,-4631.37101253334,532.4633883622241,4.490508962220283,4.091699194137618,1.8500455249734387
4886.899,True,-4627.444945968191,534.5817077607688,2.027478555408068,2.832180006818093,-0.4153480788085816,0.22855281834935634,-0.1771367869674946,0.0,-4631.174456676497,532.4633883622241,4.28911729818887,3.7295107083064067,2.1183193985447133
4886.999000000001,True,-4627.267625666913,534.8552185722712,2.0468343039583274,2.9065461828511996,-0.4136480788085754,0.22641330992443973,-0.17513285502069734,0.0,-4630.964045465535,532.4523677317236,4.408765302163717,3.6964197986217187,2.4028508405475577
4887.099,True,-4626.986920535212,535.0447521495191,2.0166403079111337,2.980390998685267,-0.413348078808577,0.22465444131779377,-0.1702183800242532,0.0,-4630.733326652214,532.4412357832892,4.562220540781778,3.746406117001243,2.603516366229883
