time_s,gps_x,gps_y,dr_x,dr_y,gps_available,estimated_heading_deg,speed_mps,position_error_m
1112.399,-5853.875905260383,1293.3559303051404,-5853.875905260383,1293.3559303051404,True,5.767250000012716,9.408166666666402,0.0
1112.499,-5852.952282904727,1293.2111036471044,-5852.952282904727,1293.2111036471044,True,6.977250000012795,9.424833333333336,0.0
1112.599,-5852.028592630635,1293.0994501984876,-5852.028592630635,1293.0994501984876,True,6.447250000012723,9.44150000000023,0.0
1112.699,-5851.111626278434,1292.92200693051,-5851.111626278434,1292.92200693051,True,7.4572500000127135,9.455416666667078,0.0
1112.8,-5850.178767020106,1292.76437853116,-5850.178767020106,1292.76437853116,True,7.267250000012723,9.469444444444035,0.0
1112.899,-5849.257589726948,1292.5990690867052,-5849.257589726948,1292.5990690867052,True,5.837250000012709,9.455694444444664,0.0
1112.999,-5848.333831534446,1292.4651517396696,-5848.333831534446,1292.4651517396696,True,7.50725000001276,9.422555555555553,0.0
1113.1,-5847.4076961979035,1292.2745727714823,-5847.4076961979035,1292.2745727714823,True,9.557250000012736,9.422222222222032,0.0
1113.2,-5846.490797764096,1292.1075935357142,-5846.490797764096,1292.1075935357142,True,10.16725000001275,9.408333333331937,0.0
1113.3,-5845.5738993303485,1291.918350400736,-5845.5738993303485,1291.918350400736,True,12.187250000012721,9.361111111112507,0.0
1113.4,-5844.65700089654,1291.7736350633866,-5844.65700089654,1291.7736350633866,True,15.327250000012732,9.330555555555973,0.0
1113.5,-5843.740102462717,1291.5509960815712,-5843.740102462717,1291.5509960815712,True,15.397250000012725,9.308333333333332,0.0
1113.6,-5842.829995869193,1291.41741269264,-5842.829995869193,1291.41741269264,True,15.98725000001274,9.272222222222222,0.0
1113.699,-5841.949162107067,1291.2080207301385,-5841.949162107067,1291.2080207301385,True,14.937250000012757,9.272222222222222,0.0
1113.799,-5841.04598319063,1291.0295755870563,-5841.04598319063,1291.0295755870563,True,14.487250000012782,9.252972222222782,0.0
1113.899,-5840.142668437316,1290.8404437711827,-5840.142668437316,1290.8404437711827,True,14.997250000012752,9.24452777777791,0.0
1114.0,-5839.243904216984,1290.6604401551003,-5839.243904216984,1290.6604401551003,True,14.597250000012778,9.219444444444443,0.0
1114.1,-5838.354173144163,1290.4489331217035,-5838.354173144163,1290.4489331217035,True,12.017250000012734,9.233333333332766,0.0
1114.199,-5837.4800633039295,1290.2726030503077,-5837.4800633039295,1290.2726030503077,True,14.137250000012756,9.192083333332098,0.0
1114.3,-5836.574710998628,1290.0815788033294,-5836.574710998628,1290.0815788033294,True,15.717250000012708,9.16388888888971,0.0
1114.4,-5835.678188085552,1289.903467618352,-5835.678188085552,1289.903467618352,True,16.287250000012772,9.161111111111147,0.0
1114.5,-5834.788457012731,1289.7364883817925,-5834.788457012731,1289.7364883817925,True,15.267250000012734,9.16111111111111,0.0
1114.6,-5833.898725939926,1289.569509145233,-5833.898725939926,1289.569509145233,True,14.827250000012711,9.144444444444407,0.0
1114.7,-5833.008994867106,1289.3913979602555,-5833.008994867106,1289.3913979602555,True,14.927250000012755,9.141666666666666,0.0
1114.8,-5832.11926379436,1289.2021548260684,-5832.11926379436,1289.2021548260684,True,15.657250000012763,9.141666666666666,0.0
1114.9,-5831.236324561808,1289.035175589509,-5831.236324561808,1289.035175589509,True,15.127250000012744,9.149999999999885,0.0
1114.999,-5830.362214721575,1288.8698661458452,-5830.362214721575,1288.8698661458452,True,15.647250000012711,9.122499999999999,0.0
1115.099,-5829.4658276453,1288.6698250205532,-5829.4658276453,1288.6698250205532,True,14.827250000012711,9.149722222222604,0.0
1115.199,-5828.576028654087,1288.4804705672616,-5828.576028654087,1288.4804705672616,True,16.46725000001271,9.138999999999669,0.0
1115.299,-5827.686297581342,1288.3022480623883,-5827.686297581342,1288.3022480623883,True,15.577250000012715,9.16363888888817,0.0
1115.4,-5826.787669197796,1288.1112238162011,-5826.787669197796,1288.1112238162011,True,15.477250000012774,9.13611111111149,0.0
1115.5,-5825.904729965245,1287.9108487328044,-5825.904729965245,1287.9108487328044,True,17.127250000012722,9.144444444444444,0.0
1115.599,-5825.023896203149,1287.701456770303,-5825.023896203149,1287.701456770303,True,16.49725000001276,9.144444444444444,0.0
1115.699,-5824.140889052204,1287.500970367802,-5824.140889052204,1287.500970367802,True,13.987250000012764,9.144444444444444,0.0
1115.8,-5823.242328587126,1287.2985915334054,-5823.242328587126,1287.2985915334054,True,14.72725000001277,9.113888888889793,0.0
1115.9,-5822.3661811948305,1287.1093483984273,-5822.3661811948305,1287.1093483984273,True,13.217250000012708,9.124999999999849,0.0
1116.0,-5821.483241962248,1286.8867094174027,-5821.483241962248,1286.8867094174027,True,11.707250000012753,9.094444444444445,0.0
1116.099,-5820.615856043861,1286.6662968263784,-5820.615856043861,1286.6662968263784,True,8.947250000012723,9.053194444443873,0.0
1116.2,-5819.730947177624,1286.4636953521908,-5819.730947177624,1286.4636953521908,True,10.067250000012756,9.033333333333662,0.0
1116.299,-5818.863561259312,1286.2543033896893,-5818.863561259312,1286.2543033896893,True,8.207250000012714,9.044333333333014,0.0
1116.399,-5817.994137788845,1286.0538169871882,-5817.994137788845,1286.0538169871882,True,8.547250000012745,9.014194444444929,0.0
1116.499,-5817.124782236773,1285.8424212736868,-5817.124782236773,1285.8424212736868,True,5.98725000001275,9.01663888888889,0.0
1116.599,-5816.25542668473,1285.6529555004995,-5816.25542668473,1285.6529555004995,True,7.347250000012771,8.991916666666322,0.0
1116.699,-5815.386071132673,1285.4637123663124,-5815.386071132673,1285.4637123663124,True,8.917250000012771,9.00541666666708,0.0
1116.799,-5814.509991658814,1285.2744692321253,-5814.509991658814,1285.2744692321253,True,12.937250000012728,8.980805555556273,0.0
1116.9,-5813.6318746328325,1285.038805869205,-5813.6318746328325,1285.038805869205,True,13.447250000012748,8.983333333333297,0.0
1117.0,-5812.796478282016,1284.6380557032028,-5812.796478282016,1284.6380557032028,True,12.637250000012745,9.011111111111111,0.0
1117.1,-5811.933914570212,1284.404284772178,-5811.933914570212,1284.404284772178,True,11.547250000012763,9.022222222222336,0.0
1117.199,-5811.073252573687,1284.2279546992002,-5811.073252573687,1284.2279546992002,True,11.587250000012709,9.03047222222247,0.0
1117.299,-5810.1971730998275,1284.0167816246988,-5810.1971730998275,1284.0167816246988,True,11.007250000012746,9.069055555554437,0.0
1117.399,-5809.314301785669,1283.8383364816166,-5809.314301785669,1283.8383364816166,True,11.367250000012774,9.102444444443917,0.0
1117.5,-5808.422533160786,1283.6361802862198,-5808.422533160786,1283.6361802862198,True,9.107250000012762,9.172222222222222,0.0
1117.599,-5807.54169939869,1283.4708708425562,-5807.54169939869,1283.4708708425562,True,10.767250000012709,9.224472222222946,0.0
1117.699,-5806.658692247731,1283.270829717264,-5806.658692247731,1283.270829717264,True,8.667250000012793,9.310250000002554,0.0
1117.799,-5805.748857327855,1283.0814752631813,-5805.748857327855,1283.0814752631813,True,8.48725000001275,9.404611111108396,0.0
1117.899,-5804.83202681244,1282.8812115004712,-5804.83202681244,1282.8812115004712,True,6.0572500000127505,9.47980555555437,0.0
1117.999,-5803.90840445677,1282.6808364154926,-5803.90840445677,1282.6808364154926,True,5.207250000012749,9.585055555555565,0.0
1118.1,-5802.968685439719,1282.4673256326776,-5802.968685439719,1282.4673256326776,True,6.117250000012746,9.655555555557223,0.0
1118.2,-5802.017827804654,1282.266950549281,-5802.017827804654,1282.266950549281,True,4.69725000001273,9.777777777780734,0.0
1118.3,-5801.066970169665,1282.0665754658846,-5801.066970169665,1282.0665754658846,True,5.677250000012769,9.877777777774822,0.0
1118.399,-5800.1188971890915,1281.8792247628019,-5800.1188971890915,1281.8792247628019,True,6.727250000012759,9.96027777777646,0.0
1118.499,-5799.147799870081,1281.6899816286148,-5799.147799870081,1281.6899816286148,True,3.8272500000127323,10.05461111111112,0.0
1118.6,-5798.160062542467,1281.4765821649041,-5798.160062542467,1281.4765821649041,True,4.707250000012728,10.136111111112513,0.0
1118.7,-5797.168453865892,1281.287339030717,-5797.168453865892,1281.287339030717,True,3.6072500000127476,10.238888888890859,0.0
1118.8,-5796.176845189391,1281.0980958957389,-5796.176845189391,1281.0980958957389,True,4.177250000012762,10.305555555553585,0.0
1118.899,-5795.174980834048,1280.8556420452958,-5795.174980834048,1280.8556420452958,True,4.747250000012727,10.390805555554191,0.0
1119.0,-5794.152876794759,1280.652817932899,-5794.152876794759,1280.652817932899,True,7.1272500000127295,10.505555555555555,0.0
1119.099,-5793.144288517557,1280.4654672298163,-5793.144288517557,1280.4654672298163,True,7.487250000012757,10.596305555556814,0.0
1119.199,-5792.112064636285,1280.2541828370015,-5792.112064636285,1280.2541828370015,True,6.0272500000127,10.665972222224282,0.0
1119.3,-5791.049005800352,1280.0516926827092,-5791.049005800352,1280.0516926827092,True,6.677250000012762,10.788888888885278,0.0
1119.4,-5789.996270561502,1279.8513175993128,-5789.996270561502,1279.8513175993128,True,6.3872500000127275,10.888888888887525,0.0
1119.5,-5788.92995164222,1279.6286786174971,-5788.92995164222,1279.6286786174971,True,4.877250000012722,10.980555555555556,0.0
1119.599,-5787.874295912092,1279.419286655787,-5787.874295912092,1279.419286655787,True,5.957250000012756,11.054805555556584,0.0
1119.7,-5786.770146442561,1279.2056645522853,-5786.770146442561,1279.2056645522853,True,5.627250000012722,11.166666666669787,0.0
1119.8,-5785.676660162307,1278.9941575196792,-5785.676660162307,1278.9941575196792,True,5.797250000012767,11.272222222219101,0.0
1119.899,-5784.580660901087,1278.784765557969,-5784.580660901087,1278.784765557969,True,9.547250000012788,11.37122222222064,0.0
1120.0,-5783.455728400405,1278.5822754036767,-5783.455728400405,1278.5822754036767,True,11.957250000012738,11.452777777777778,0.0
1120.099,-5782.339557373646,1278.3839040712803,-5782.339557373646,1278.3839040712803,True,11.547250000012763,11.546277777779075,0.0
1120.2,-5781.200837437245,1278.192657186884,-5781.200837437245,1278.192657186884,True,11.397250000012722,11.688888888891352,0.0
1120.3,-5780.06660011551,1278.0256779503247,-5780.06660011551,1278.0256779503247,True,7.50725000001276,11.77222222221976,0.0
1120.4,-5778.9051954326815,1277.8253028669283,-5778.9051954326815,1277.8253028669283,True,8.287250000012762,11.869444444443117,0.0
1120.5,-5777.743790749852,1277.63605973195,-5777.743790749852,1277.63605973195,True,7.437250000012767,11.975,0.0
1120.599,-5776.58055227014,1277.4376883995535,-5776.58055227014,1277.4376883995535,True,5.997250000012748,12.041000000000915,0.0
1120.7,-5775.380230342685,1277.246441514366,-5775.380230342685,1277.246441514366,True,5.577250000012725,12.130555555558594,0.0
1120.799,-5774.196820097525,1277.0590908112838,-5774.196820097525,1277.0590908112838,True,5.247250000012748,12.232305555552601,0.0
1120.9,-5772.982710734351,1276.8568232967825,-5772.982710734351,1276.8568232967825,True,5.307250000012743,12.336111111109709,0.0
1120.999,-5771.785852645423,1276.6694725936998,-5771.785852645423,1276.6694725936998,True,5.927250000012755,12.404861111111117,0.0
1121.1,-5770.551231924685,1276.4672050791987,-5770.551231924685,1276.4672050791987,True,6.84725000001275,12.502777777778988,0.0
1121.2,-5769.315116999104,1276.2668299958023,-5769.315116999104,1276.2668299958023,True,5.547250000012781,12.591666666669786,0.0
1121.3,-5768.079002073599,1276.0887188100335,-5768.079002073599,1276.0887188100335,True,3.327250000012711,12.697222222219102,0.0
1121.4,-5766.842887148018,1275.8994756758464,-5766.842887148018,1275.8994756758464,True,4.057250000012772,12.780555555554418,0.0
1121.499,-5765.5989616061515,1275.7121249727636,-5765.5989616061515,1275.7121249727636,True,4.807250000012772,12.854805555555561,0.0
1121.6,-5764.316322574838,1275.5321213566813,-5764.316322574838,1275.5321213566813,True,5.267250000012744,12.922222222223132,0.0
1121.699,-5763.052225267416,1275.3447706528077,-5763.052225267416,1275.3447706528077,True,6.757250000012753,12.988222222224199,0.0
1121.8,-5761.762590640774,1275.153635087516,-5761.762590640774,1275.153635087516,True,7.147250000012733,13.086111111108236,0.0
1121.9,-5760.472140993158,1274.964391953329,-5760.472140993158,1274.964391953329,True,5.797250000012767,13.169444444443306,0.0
1122.0,-5759.1748995053185,1274.7751488191418,-5759.1748995053185,1274.7751488191418,True,4.6672500000127854,13.227777777777776,0.0
1122.099,-5757.890630432375,1274.5988187461642,-5757.890630432375,1274.5988187461642,True,3.9072500000127803,13.32952777777919,0.0
1122.2,-5756.573624689399,1274.3966625507676,-5756.573624689399,1274.3966625507676,True,4.167250000012764,13.391666666668392,0.0
1122.3,-5755.256007680918,1274.2074194157892,-5755.256007680918,1274.2074194157892,True,3.8872500000127275,13.449999999998274,0.0
1122.4,-5753.911223311313,1274.018176281602,-5753.911223311313,1274.018176281602,True,5.697250000012723,13.511111111110278,0.0
1122.5,-5752.580022622216,1273.828933147415,-5752.580022622216,1273.828933147415,True,7.417250000012764,13.577777777777778,0.0
1122.6,-5751.24882193312,1273.6730858600652,-5751.24882193312,1273.6730858600652,True,7.687250000012746,13.630555555555935,0.0
1122.7,-5749.904037563515,1273.461578827459,-5749.904037563515,1273.461578827459,True,6.257250000012732,13.658333333334648,0.0
1122.799,-5748.572701037723,1273.2852487544815,-5748.572701037723,1273.2852487544815,True,6.017250000012751,13.702333333332055,0.0
1122.9,-5747.207676984186,1273.083092559085,-5747.207676984186,1273.083092559085,True,5.877250000012758,13.761111111110315,0.0
1122.999,-5745.876340458319,1272.8847212266883,-5745.876340458319,1272.8847212266883,True,4.177250000012762,13.774861111111113,0.0
1123.1,-5744.504524564497,1272.7046062907104,-5744.504524564497,1272.7046062907104,True,5.207250000012749,13.772222222222675,0.0
1123.2,-5743.13936467416,1272.4930992573134,-5743.13936467416,1272.4930992573134,True,7.637250000012749,13.805555555557772,0.0
1123.3,-5741.787788464421,1272.3372519707546,-5741.787788464421,1272.3372519707546,True,6.947250000012744,13.880555555553338,0.0
1123.4,-5740.429420414322,1272.1591407849858,-5740.429420414322,1272.1591407849858,True,7.027250000012735,13.819444444445278,0.0
1123.5,-5739.057468683715,1271.9921615492176,-5739.057468683715,1271.9921615492176,True,4.427250000012748,13.899999999999999,0.0
1123.6,-5737.6787251128835,1271.8251823126582,-5737.6787251128835,1271.8251823126582,True,2.3972500000127184,13.927777777777893,0.0
1123.7,-5736.32035706277,1271.635939179262,-5736.32035706277,1271.635939179262,True,2.527250000012714,13.936111111111359,0.0
1123.799,-5734.962124849578,1271.4045059573418,-5734.962124849578,1271.4045059573418,True,2.3972500000127184,13.944361111110872,0.0
1123.899,-5733.603620962693,1271.181755656422,-5733.603620962693,1271.181755656422,True,2.8772500000127437,13.936194444444576,0.0
1123.999,-5732.251976834441,1270.9260547858737,-5732.251976834441,1270.9260547858737,True,2.297250000012781,13.955361111111113,0.0
1124.099,-5730.866781015365,1270.7030818459539,-5730.866781015365,1270.7030818459539,True,1.3572500000127832,13.972055555555784,0.0
1124.2,-5729.508141291649,1270.5004803725571,-5729.508141291649,1270.5004803725571,True,359.6372500000127,13.997222222222879,0.0
1124.3,-5728.136189561162,1270.333501135998,-5728.136189561162,1270.333501135998,True,358.98725000001275,14.019444444443787,0.0
1124.399,-5726.784681269726,1270.15717106302,-5726.784681269726,1270.15717106302,True,358.72725000001276,14.005694444444664,0.0
1124.5,-5725.392286099964,1269.9438829184141,-5725.392286099964,1269.9438829184141,True,358.69725000001273,14.025,0.0
1124.6,-5724.040709890133,1269.732375885808,-5724.040709890133,1269.732375885808,True,358.1372500000127,14.058333333333408,0.0
1124.7,-5722.641590798524,1269.4763410571554,-5722.641590798524,1269.4763410571554,True,359.22725000001276,14.063888888889217,0.0
1124.8,-5721.269639068053,1269.2648340245494,-5721.269639068053,1269.2648340245494,True,358.8272500000127,14.074999999999672,0.0
1124.899,-5719.918130776601,1269.1436070989323,-5719.918130776601,1269.1436070989323,True,359.9672500000127,14.09699999999965,0.0
1125.0,-5718.512151926329,1268.9531394506407,-5718.512151926329,1268.9531394506407,True,0.4772500000127877,14.130555555555555,0.0
1125.099,-5717.147195791201,1268.787830006186,-5717.147195791201,1268.787830006186,True,1.227250000012745,14.138805555555669,0.0
1125.199,-5715.781900064031,1268.6098301411037,-5715.781900064031,1268.6098301411037,True,2.677250000012755,14.14163888888897,0.0
1125.3,-5714.3691293736565,1268.3854100472881,-5714.3691293736565,1268.3854100472881,True,0.087250000012709,14.15833333333284,0.0
1125.399,-5712.9772775511265,1268.2421418622523,-5712.9772775511265,1268.2421418622523,True,0.20725000001270644,14.191333333332805,0.0
1125.5,-5711.564099350212,1268.0514515749605,-5711.564099350212,1268.0514515749605,True,358.8272500000127,14.230555555555554,0.0
1125.6,-5710.158188418363,1267.8733403899828,-5710.158188418363,1267.8733403899828,True,358.3072500000128,14.222222222222186,0.0
1125.7,-5708.74548564626,1267.695229205005,-5708.74548564626,1267.695229205005,True,357.5872500000127,14.219444444445347,0.0
1125.799,-5707.367081667529,1267.5299197605502,-5707.367081667529,1267.5299197605502,True,356.0772500000128,14.249694444443564,0.0
1125.9,-5705.974414824179,1267.350138782677,-5705.974414824179,1267.350138782677,True,355.90725000001277,14.288888888888357,0.0
1126.0,-5704.582087572823,1267.1942914961182,-5704.582087572823,1267.1942914961182,True,355.75725000001273,14.294444444444444,0.0
1126.099,-5703.176787906603,1266.94081701557,-5703.176787906603,1266.94081701557,True,356.06725000001273,14.29994444444452,0.0
1126.199,-5701.75729329426,1266.6847821861263,-5701.75729329426,1266.6847821861263,True,356.36725000001275,14.299999999999999,0.0
1126.3,-5700.3236037358865,1266.5041106530439,-5700.3236037358865,1266.5041106530439,True,357.79725000001275,14.313888888888478,0.0
1126.4,-5698.931276484531,1266.3148675188568,-5698.931276484531,1266.3148675188568,True,0.37725000001274367,14.352777777777247,0.0
1126.5,-5697.518573712443,1266.1701521807163,-5697.518573712443,1266.1701521807163,True,1.6872500000127673,14.347222222222221,0.0
1126.599,-5696.106550124361,1266.0158633663666,-5696.106550124361,1266.0158633663666,True,1.8572500000127548,14.369222222222525,0.0
1126.699,-5694.680263671765,1265.7718510429233,-5694.680263671765,1265.7718510429233,True,0.20725000001270644,14.405194444445515,0.0
1126.799,-5693.307768594058,1265.6151131995734,-5693.307768594058,1265.6151131995734,True,2.1172500000127386,14.441305555554518,0.0
1126.899,-5691.902197254219,1265.3931421347581,-5691.902197254219,1265.3931421347581,True,2.7972500000127454,14.414166666667105,0.0
1126.999,-5690.489562400509,1265.2145856717802,-5690.489562400509,1265.2145856717802,True,3.36725000001276,14.430388888888892,0.0
1127.1,-5689.035565239706,1265.0346933748026,-5689.035565239706,1265.0346933748026,True,4.157250000012766,14.461111111111528,0.0
1127.199,-5687.616817729777,1264.8693839303478,-5687.616817729777,1264.8693839303478,True,4.2172500000127116,14.491361111112017,0.0
1127.3,-5686.182992334603,1264.7229988001027,-5686.182992334603,1264.7229988001027,True,2.5972500000127567,14.50277777777745,0.0
1127.4,-5684.749914041767,1264.5560195643345,-5684.749914041767,1264.5560195643345,True,0.3972500000127468,14.527777777777436,0.0
1127.5,-5683.316835748901,1264.3445125317285,-5683.316835748901,1264.3445125317285,True,358.3972500000127,14.555555555555555,0.0
1127.599,-5681.877916473449,1264.1020586804943,-5681.877916473449,1264.1020586804943,True,358.4572500000127,14.539055555555327,0.0
1127.7,-5680.457471003452,1263.8992345680977,-5680.457471003452,1263.8992345680977,True,359.9272500000128,14.530555555556294,0.0
1127.799,-5679.038723493644,1263.7669870131667,-5679.038723493644,1263.7669870131667,True,1.0772500000127536,14.555305555554837,0.0
1127.899,-5677.605645200778,1263.6113623656076,-5677.605645200778,1263.6113623656076,True,2.677250000012755,14.53905555555582,0.0
1127.999,-5676.172566907942,1263.4334738196299,-5676.172566907942,1263.4334738196299,True,2.727250000012752,14.566388888888891,0.0
1128.099,-5674.746212536938,1263.2884245218029,-5674.746212536938,1263.2884245218029,True,1.6672500000127641,14.594166666667048,0.0
1128.199,-5673.326650006172,1263.1216679250347,-5673.326650006172,1263.1216679250347,True,359.9272500000128,14.605444444444773,0.0
1128.299,-5671.880259706535,1262.9546886884755,-5671.880259706535,1262.9546886884755,True,0.40725000001279454,14.624805555554996,0.0
1128.399,-5670.426873811359,1262.7215856760324,-5670.426873811359,1262.7215856760324,True,2.647250000012704,14.614000000000175,0.0
1128.499,-5668.973419997745,1262.5318972630544,-5668.973419997745,1262.5318972630544,True,2.8972500000127397,14.624888888888888,0.0
1128.6,-5667.505431646028,1262.3630255953904,-5667.505431646028,1262.3630255953904,True,3.6172500000127457,14.627777777778308,0.0
1128.699,-5666.066512370547,1262.175674892308,-5666.066512370547,1262.175674892308,True,3.117250000012781,14.66627777777893,0.0
1128.799,-5664.646678166299,1262.0084730175395,-5664.646678166299,1262.0084730175395,True,2.8172500000127485,14.683166666666187,0.0
1128.9,-5663.16544572607,1261.77303229441,-5663.16544572607,1261.77303229441,True,4.147250000012711,14.688888888888814,0.0
1129.0,-5661.739159273473,1261.5949211086415,-5661.739159273473,1261.5949211086415,True,6.887250000012749,14.666666666666666,0.0
1129.099,-5660.340583529084,1261.385529146931,-5660.340583529084,1261.385529146931,True,6.897250000012747,14.66116666666659,0.0
1129.2,-5658.886586368264,1261.1941709418484,-5658.886586368264,1261.1941709418484,True,3.1872500000127246,14.67500000000123,0.0
1129.299,-5657.488010623981,1260.9847789793469,-5657.488010623981,1260.9847789793469,True,2.0072500000127462,14.716249999998801,0.0
1129.4,-5656.081556344927,1260.760024928218,-5656.081556344927,1260.760024928218,True,0.07725000001271098,14.733333333333105,0.0
1129.5,-5654.716396454589,1260.5151220479836,-5654.716396454589,1260.5151220479836,True,357.16725000001276,14.738888888888889,0.0
1129.599,-5653.40523169423,1260.32777134411,-5653.40523169423,1260.32777134411,True,358.54725000001275,14.711388888888507,0.0
1129.7,-5651.992868514138,1260.2034274740747,-5651.992868514138,1260.2034274740747,True,359.3972500000127,14.691666666666173,0.0
1129.8,-5650.559790221407,1260.0809760343532,-5650.559790221407,1260.0809760343532,True,1.907250000012752,14.675000000000493,0.0
1129.899,-5649.12087094594,1259.959749108736,-5649.12087094594,1259.959749108736,True,3.447250000012758,14.724499999999209,0.0
1129.999,-5647.653969288648,1259.760153262235,-5647.653969288648,1259.760153262235,True,3.9072500000127803,14.722249999999999,0.0
1130.099,-5646.233999247479,1259.5377369194196,-5646.233999247479,1259.5377369194196,True,4.877250000012722,14.730472222222335,0.0
1130.2,-5644.813893369494,1259.3796632428607,-5644.813893369494,1259.3796632428607,True,4.507250000012739,14.747222222222224,0.0
1130.3,-5643.387606917017,1259.145892311836,-5643.387606917017,1259.145892311836,True,4.6672500000127854,14.747222222222224,0.0
1130.4,-5641.9749041448995,1258.9009894316016,-5641.9749041448995,1258.9009894316016,True,2.747250000012748,14.705555555556122,0.0
1130.5,-5640.562201372812,1258.6894823989956,-5640.562201372812,1258.6894823989956,True,4.847250000012771,14.7,0.0
1130.6,-5639.163082281201,1258.48910731639,-5639.163082281201,1258.48910731639,True,4.137250000012713,14.72222222222207,0.0
1130.7,-5637.6824611066,1258.2553363853651,-5637.6824611066,1258.2553363853651,True,6.287250000012783,14.711111111109796,0.0
1130.8,-5636.2493828138695,1258.0326974035497,-5636.2493828138695,1258.0326974035497,True,2.337250000012723,14.66666666666798,0.0
1130.899,-5634.8171874602485,1257.867387959886,-5634.8171874602485,1257.867387959886,True,1.497250000012727,14.666666666666666,0.0
1130.999,-5633.357077643197,1257.65632620528,-5633.357077643197,1257.65632620528,True,358.00725000001273,14.661166666666666,0.0
1131.099,-5631.923727676743,1257.444819172674,-5631.923727676743,1257.444819172674,True,356.6472500000127,14.688611111111493,0.0
1131.2,-5630.476318600954,1257.2534609683823,-5630.476318600954,1257.2534609683823,True,358.3872500000127,14.616666666665516,0.0
1131.3,-5629.036448467969,1257.0642178334042,-5629.036448467969,1257.0642178334042,True,357.34725000001276,14.577777777778925,0.0
1131.399,-5627.61097703621,1256.8438052423796,-5627.61097703621,1256.8438052423796,True,358.23725000001275,14.536527777778437,0.0
1131.5,-5626.163500042012,1256.6412037689831,-5626.163500042012,1256.6412037689831,True,0.0572500000127647,14.54722222222222,0.0
1131.599,-5624.758200375792,1256.4318118064816,-5624.758200375792,1256.4318118064816,True,358.5272500000127,14.51972222222184,0.0
1131.699,-5623.3319818415885,1256.2313254039805,-5623.3319818415885,1256.2313254039805,True,358.2772500000127,14.483694444443373,0.0
1131.799,-5621.912419310912,1256.041970949898,-5621.912419310912,1256.041970949898,True,359.50725000001273,14.491583333333093,0.0
1131.9,-5620.47193791221,1255.8285714861875,-5620.47193791221,1255.8285714861875,True,0.44725000001274395,14.483333333333448,0.0
1132.0,-5619.038859619374,1255.6281964027908,-5619.038859619374,1255.6281964027908,True,1.5372500000127758,14.455555555555556,0.0
1132.099,-5617.6268360312915,1255.4077838109754,-5617.6268360312915,1255.4077838109754,True,6.0672500000127485,14.430805555555214,0.0
1132.199,-5616.200549578694,1255.196165458474,-5616.200549578694,1255.196165458474,True,5.807250000012765,14.438805555555803,0.0
1132.299,-5614.78098704805,1254.995679055973,-5614.78098704805,1254.995679055973,True,2.747250000012748,14.419638888889446,0.0
1132.399,-5613.3614924357225,1254.7953039717854,-5613.3614924357225,1254.7953039717854,True,0.9172500000127641,14.419444444444443,0.0
1132.499,-5611.948721745196,1254.5618669996559,-5611.948721745196,1254.5618669996559,True,1.1072500000127476,14.413944444444445,0.0
1132.6,-5610.52189194538,1254.3480222587364,-5610.52189194538,1254.3480222587364,True,5.177250000012755,14.36666666666644,0.0
1132.7,-5609.109189173276,1254.1476471745489,-5609.109189173276,1254.1476471745489,True,4.177250000012762,14.350000000000163,0.0
1132.799,-5607.710613429007,1253.9272345835245,-5607.710613429007,1253.9272345835245,True,4.397250000012747,14.35549999999984,0.0
1132.902,-5606.255665410565,1253.7094936589183,-5606.255665410565,1253.7094936589183,True,4.177250000012762,14.35272222222226,0.0
1132.999,-5604.891931806661,1253.5151298285218,-5604.891931806661,1253.5151298285218,True,2.1872500000127317,14.350027777777775,0.0
1133.099,-5603.486020874828,1253.3147547451254,-5603.486020874828,1253.3147547451254,True,2.8072500000127434,14.338999999999846,0.0
1133.2,-5602.072842673928,1253.1235078599382,-5602.072842673928,1253.1235078599382,True,2.317250000012727,14.313888888888151,0.0
1133.3,-5600.660139901901,1252.9231327765415,-5600.660139901901,1252.9231327765415,True,0.3072500000127505,14.288888888889627,0.0
1133.4,-5599.261020810306,1252.722757693145,-5599.261020810306,1252.722757693145,True,359.53725000001276,14.27222222222245,0.0
1133.5,-5597.848318038203,1252.455590914492,-5597.848318038203,1252.455590914492,True,358.99725000001274,14.280555555555555,0.0
1133.599,-5596.463190137535,1252.2241576925717,-5596.463190137535,1252.2241576925717,True,359.8372500000127,14.272305555555443,0.0
1133.7,-5595.050079855014,1252.0325768500709,-5595.050079855014,1252.0325768500709,True,359.84725000001276,14.225000000000163,0.0
1133.799,-5593.65822803259,1251.8231848875694,-5593.65822803259,1251.8231848875694,True,0.9472500000127582,14.23049999999984,0.0
1133.899,-5592.259041022603,1251.6116778549633,-5592.259041022603,1251.6116778549633,True,359.6372500000127,14.21955555555573,0.0
1133.999,-5590.859921930979,1251.4111914524624,-5590.859921930979,1251.4111914524624,True,359.80725000001274,14.222194444444446,0.0
1134.099,-5589.460802839399,1251.1997957389608,-5589.460802839399,1251.1997957389608,True,1.4772500000127806,14.21397222222211,0.0
1134.199,-5588.061683747789,1250.9993093364596,-5588.061683747789,1250.9993093364596,True,1.3172500000127343,14.183638888887984,0.0
1134.299,-5586.662564656316,1250.7989342530632,-5586.662564656316,1250.7989342530632,True,0.7372500000127715,14.180583333333413,0.0
1134.4,-5585.263038054287,1250.5965554186666,-5585.263038054287,1250.5965554186666,True,2.1272500000127366,14.172222222222338,0.0
