time_s,reference_x,reference_y,dr_x,dr_y,position_error_m,estimated_heading_deg,estimated_speed_mps,outage
4320.799,-4502.278369057698,78.10598488148327,,,,,,False
4320.899,-4502.129016490586,77.69399144558521,,,,,,False
4321.0,-4501.964518119729,77.25572661005914,,,,,,False
4321.099,-4501.80314399536,76.81490142721945,,,,,,False
4321.200000000001,-4501.631717947448,76.36517068358847,,,,,,False
4321.299,-4501.456895979416,75.90230424212093,,,,,,False
4321.399,-4501.273584211048,75.42374174996638,,,,,,False
4321.5,-4501.088370727417,74.95141315060302,,,,,,False
4321.6,-4500.898199200401,74.46160739171647,,,,,,False
4321.700000000001,-4500.694443992892,73.96066968282955,,,,,,False
4321.799,-4500.49272633746,73.45372072173338,,,,,,False
4321.899,-4500.28897112995,72.94165106363704,,,,,,False
4322.001,-4500.060561542328,72.43024932333168,,,,,,False
4322.1,-4499.838672121343,71.9012591028167,,,,,,False
4322.202,-4499.61671478195,71.36737082509251,,,,,,False
4322.3,-4499.390410664828,70.84372394057769,,,,,,False
4322.399,-4499.161797322011,70.30371309153975,,,,,,False
4322.5,-4498.92177368755,69.74166098150103,,,,,,False
4322.599,-4498.679712501011,69.20165013246309,,,,,,False
4322.6990000000005,-4498.441930173852,68.63414336811064,,,,,,False
4322.8,-4498.188254940504,68.07186861986288,,,,,,False
4322.900000000001,-4497.930165010989,67.51527116651081,,,,,,False
4323.0,-4497.672075081476,66.94754176315836,,,,,,False
4323.099,-4497.42328997312,66.37446902380572,,,,,,False
4323.200000000001,-4497.155895222432,65.78981905882559,,,,,,False
4323.3,-4496.891013452694,65.19982575705431,,,,,,False
4323.401000000001,-4496.623482865235,64.60370988396926,,,,,,False
4323.5,-4496.361249913158,63.997575256674835,,,,,,False
4323.599,-4496.105740882956,63.402461258694345,,,,,,False
4323.6990000000005,-4495.840927031565,62.79031537998165,,,,,,False
4323.799,-4495.596217027366,62.178058179791535,,,,,,False
4323.900000000001,-4495.335682035356,61.581942306706495,,,,,,False
4323.999000000001,-4495.086896926985,60.986828308726,,,,,,False
4324.099,-4494.83559883771,60.35264116980352,,,,,,False
4324.200000000001,-4494.5885796078,59.70064291246236,,,,,,False
4324.3,-4494.3304896782865,59.066121814644376,,,,,,False
4324.400000000001,-4494.0859834292805,58.43160071682638,,,,,,False
4324.5,-4493.848269020515,57.8082115690088,,,,,,False
4324.599,-4493.619655677683,57.202076941714374,,,,,,False
4324.6990000000005,-4493.388733109171,56.578799112210326,,,,,,False
4324.799,-4493.151086618814,55.944389334287834,,,,,,False
4324.900000000001,-4492.904203225719,55.303523026156086,,,,,,False
4325.001,-4492.664247509666,54.64039281881455,,,,,,False
4325.099,-4492.444599395969,54.018562143997,,,,,,False
4325.1990000000005,-4492.227192589557,53.38404104617902,,,,,,False
4325.3,-4492.00088847242,52.765438636466115,,,,,,False
4325.399,-4491.765551207758,52.126242119647955,,,,,,False
4325.499000000001,-4491.5749042519,51.46956844330664,,,,,,False
4325.6,-4491.376039169399,50.80621559775605,,,,,,False
4325.6990000000005,-4491.147425826552,50.155998452414956,,,,,,False
4325.799,-4490.950122867286,49.488192826864214,,,,,,False
4325.899,-4490.786779109262,48.80925525289503,,,,,,False
4326.0,-4490.60176938084,48.134547819135015,,,,,,False
4326.099,-4490.4134995690865,47.4512687842702,,,,,,False
4326.1990000000005,-4490.236775885794,46.750067311882184,,,,,,False
4326.3,-4490.058422160811,46.019477493866056,,,,,,False
4326.399,-4489.897048036456,45.314157199582404,,,,,,False
4326.499000000001,-4489.734043870458,44.57967119946163,,,,,,False
4326.599,-4489.571039704444,43.844962560340846,,,,,,False
4326.703,-4489.388542956912,43.057599802068566,,,,,,False
4326.799,-4489.251619457461,42.32021949573866,,,,,,False
4326.900000000001,-4489.093980845252,41.54443396388485,,,,,,False
4326.999000000001,-4488.919158877221,40.76196926361275,,,,,,False
4327.099,-4488.762742796237,39.96058024833998,,,,,,False
4327.200000000001,-4488.591384666733,39.15106491154437,,,,,,False
4327.3,-4488.42158866048,38.338432628748635,,,,,,False
4327.399,-4488.260214536125,37.52290603895281,,,,,,False
4327.5,-4488.088788488199,36.679772216319904,,,,,,False
4327.6,-4487.9257843222,35.856007984314765,,,,,,False
4327.700000000001,-4487.755988315947,34.998847905472346,,,,,,False
4327.8,-4487.592984149934,34.15281977504837,,,,,,False
4327.899,-4487.431610025579,33.29321066799684,,,,,,False
4327.999000000001,-4487.2686058595655,32.4138980098401,,,,,,False
4328.099,-4487.105601693567,31.54549466189278,,,,,,False
4328.200000000001,-4486.940967485879,30.66851971363161,,,,,,False
4328.299,-4486.7863172834,29.78686934637028,,,,,,False
4328.399,-4486.630104957626,28.918354679318437,,,,,,False
4328.499000000001,-4486.467168710021,28.01700076253385,,,,,,False
4328.599,-4486.331060231392,27.159395405691416,,,,,,False
4328.6990000000005,-4486.188499504549,26.28019406743017,,,,,,False
4328.799,-4486.032423015606,25.422811348796767,,,,,,False
4328.901000000001,-4485.8732901985395,24.526021530325885,,,,,,False
4329.002,-4485.73541584145,23.637803313750783,,,,,,False
4329.099,-4485.570713715369,22.784762056013022,,,,,,False
4329.200000000001,-4485.412803429543,21.89654383864695,,,,,,False
4329.3,-4485.249799263544,21.028251810595112,,,,,,False
4329.400000000001,-4485.073211417036,20.14882783333386,,,,,,False
4329.5,-4484.883039890035,19.269403856072607,,,,,,False
4329.6,-4484.68607652278,18.389979878811356,,,,,,False
4329.700000000001,-4484.475529475001,17.51055590075913,,,,,,False
4329.8,-4484.251398746744,16.631131925079824,,,,,,False
4329.899,-4484.029509325775,15.760502187923391,,,,,,False
4330.001,-4483.786972710423,14.863267090661516,,,,,,False
4330.1,-4483.531463680191,13.970596094086261,,,,,,False
4330.1990000000005,-4483.282678571836,13.088945726824932,,,,,,False
4330.299,-4483.011208717037,12.198389801145234,,,,,,False
4330.399,-4482.726087263323,11.296813244569668,,,,,,False
4330.499000000001,-4482.434106050945,10.395125369680555,,,,,,False
4330.6,-4482.132344588626,9.484420615686615,,,,,,False
4330.700000000001,-4481.813128096839,8.571600790797113,,,,,,False
4330.8,-4481.50070344535,7.669912915117027,,,,,,False
4330.899,-4481.19812696218,6.7552006599139185,,,,,,False
4331.0,-4480.889437822806,5.822009368501137,,,,,,False
4331.1,-4480.583805011543,4.898057595193191,,,,,,False
4331.201,-4480.268391950308,3.942379765570596,,,,,,False
4331.299,-4479.975527798731,3.015088408053507,,,,,,False
4331.400000000001,-4479.660114737495,2.059410580012857,,,,,,False
4331.499000000001,-4479.35753825434,1.1006158051811257,,,,,,False
4331.599,-4479.045181521229,0.13213623503551483,,,,,,False
4331.6990000000005,-4478.746204713389,-0.8473639644240223,,,,,,False
4331.799,-4478.447363742394,-1.826975482988077,,,,,,False
4331.900000000001,-4478.152326201906,-2.8386470151803342,,,,,,False
4331.999000000001,-4477.863197562444,-3.830503678744817,,,,,,False
4332.101000000001,-4477.572303044521,-4.863771192355883,,,,,,False
4332.1990000000005,-4477.30606290668,-5.867427720547861,,,,,,False
4332.299,-4477.041113218549,-6.891567035949581,,,,,,False
4332.399,-4476.782955370597,-7.937747610770127,,,,,,False
4332.499000000001,-4476.5315893629595,-8.973130195276754,,,,,,False
4332.599,-4476.300463039239,-10.052483977143595,,,,,,False
4332.700000000001,-4476.053647564523,-11.09855323206865,,,,,,False
4332.799,-4475.838482065398,-12.178574931726487,,,,,,False
4332.901000000001,-4475.603280637537,-13.280192612803134,,,,,,False
4333.001,-4475.392801508181,-14.371234941774897,,,,,,False
4333.099,-4475.193121404826,-15.45125664222371,,,,,,False
4333.201,-4474.978431334514,-16.575472179823713,,,,,,False
4333.3,-4474.7699897572365,-17.677535138109405,,,,,,False
