time_s,dr_x_m,dr_y_m,ref_x_m,ref_y_m,pos_error_m
952.599,19200.959960191598,-17681.112682259536,1609.8945432309288,-6208.409399522159,21001.63096327337
952.699,19205.918238816317,-17688.88710202837,1610.1876996842425,-6208.200686052524,21009.89989951683
952.799,19210.87579820999,-17696.670263828302,1610.4972511711221,-6207.991732821883,21018.16022842803
952.899,19215.825014527953,-17704.46360384621,1610.829803205974,-6207.799607651268,21026.391498116715
953.0,19220.800570031093,-17712.353133397064,1611.1943482319452,-6207.621602339595,21034.663745554273
953.099,19225.664907948827,-17720.099670252996,1611.5731286364432,-6207.4485597939265,21042.750884834295
953.199,19230.556072531155,-17727.932296061117,1611.964148521776,-6207.269885161301,21050.901257919777
953.299,19235.423797368207,-17735.770921129584,1612.3627600654363,-6207.097916115001,21059.026130879152
953.4,19240.322034039513,-17743.69134184096,1612.7806122799789,-6206.936219361345,21067.200462612676
953.499,19245.126888244446,-17751.46022372399,1613.2178439195598,-6206.791108750096,21075.18924046894
953.6,19250.02313765622,-17759.393153964767,1613.680775165109,-6206.653903166802,21083.319381063466
953.7,19254.868935691484,-17767.251761311985,1614.1573702344228,-6206.546209351718,21091.339867224546
953.8,19259.692381045636,-17775.119519163123,1614.6451628828866,-6206.451277202432,21099.331179536068
953.899,19264.44509764251,-17782.90653543359,1615.135825446235,-6206.357211212125,21107.217060564046
953.999,19269.23125180882,-17790.776228477407,1615.645340490444,-6206.270610813121,21115.157255724953
954.099,19274.007414952302,-17798.65094563782,1616.1660685826628,-6206.190565059851,21123.07976334964
954.2,19278.815593229334,-17806.614317976124,1616.7045226588016,-6206.130871843154,21131.05259217286
954.299,19283.516105860188,-17814.42520349633,1617.2417267638716,-6206.087897602552,21138.84446806211
954.399,19288.25148285683,-17822.3178198651,1617.796317384798,-6206.062552874791,21146.6870261712
954.499,19292.977865453875,-17830.214555412877,1618.3620128491148,-6206.043903850588,21154.51225799804
954.6,19297.745391085657,-17838.199386113058,1618.9423737584896,-6206.032679288085,21162.4048354818
954.7,19302.459006466277,-17846.110325432826,1619.5298732279548,-6206.031889744898,21170.200960786737
954.799,19307.123234887444,-17853.944776016182,1620.11903343471,-6206.083609801466,21177.884393149838
954.9,19311.877038675822,-17861.940296886707,1620.7306258474305,-6206.102744388966,21185.731293735116
955.0,19316.580649433527,-17869.857112363974,1621.3432626651982,-6206.141932364378,21193.48196909221
955.099,19321.229717921182,-17877.698255233736,1621.9589044285299,-6206.167913650862,21201.15109714193
955.199,19325.91418594371,-17885.624995979306,1622.5892105006021,-6206.207929099549,21208.87781586451
955.3,19330.64079589858,-17893.631966277102,1623.2339421388099,-6206.261592811532,21216.66523587388
955.399,19335.27033145084,-17901.481523970484,1623.875384238089,-6206.315205930021,21224.28859073447
955.499,19339.947478911392,-17909.408401471253,1624.5328229961453,-6206.368900293056,21231.981772720934
955.599,19344.626368963833,-17917.33791328688,1625.1972411287607,-6206.432153496677,21239.667660560448
955.699,19349.296799738513,-17925.263715717123,1625.869331588931,-6206.4939448308,21247.33974317251
955.799,19353.970061716303,-17933.185822184038,1626.5493305742614,-6206.563283172101,21255.002280672365
955.9,19358.685991076836,-17941.189979152423,1627.240683777442,-6206.641625143618,21262.732132967307
956.0,19363.36286566901,-17949.1126447323,1627.9279455121787,-6206.706082249205,21270.396415811443
956.099,19368.00296430261,-17956.954599374734,1628.6039489718578,-6206.790038638545,21277.984975779505
956.199,19372.686059808788,-17964.87079058755,1629.2818886489003,-6206.864398386387,21285.654932375877
956.299,19377.371202470138,-17972.786558190845,1629.963178691057,-6206.940429874401,21293.323523530024
956.4,19382.10567450116,-17980.78018687541,1630.6468012395114,-6207.019696983505,21301.07340493524
956.5,19386.79379548263,-17988.697324290908,1631.3193791707256,-6207.091396742613,21308.756650268162
956.6,19391.48264468751,-17996.615920499098,1631.9881482008634,-6207.172018782658,21316.440422417116
956.699,19396.129269123412,-18004.449200330037,1632.6460432636743,-6207.245396742417,21324.055756323243
956.799,19400.82763662615,-18012.36098279464,1633.3092953477003,-6207.320681246082,21331.752964274918
956.899,19405.524151945756,-18020.270482316486,1633.9680612694622,-6207.3913916613365,21339.454498522013
956.999,19410.22081148333,-18028.17667477071,1634.623275536501,-6207.470935767931,21347.153251149255
957.099,19414.91630747636,-18036.082917340635,1635.2751414042853,-6207.5481670507315,21354.855989519117
957.199,19419.61767408221,-18043.98720919989,1635.9220645641703,-6207.614733525811,21362.57341508476
957.299,19424.317473805837,-18051.88586600009,1636.565572941442,-6207.684254218576,21370.28847505884
957.4,19429.070135083664,-18059.86071844912,1637.2114408440598,-6207.760286257334,21378.08505106456
957.499,19433.7295003071,-18067.675609099137,1637.841153402723,-6207.830712404073,21385.732697972988
957.599,19438.441897529796,-18075.567226531788,1638.4742103519998,-6207.893367982216,21393.469388518417
957.699,19443.15772080662,-18083.454428226163,1639.1023104929293,-6207.960815301397,21401.208788387095
957.799,19447.881692674433,-18091.33542654188,1639.7277593959197,-6208.015289485125,21408.961768173664
957.899,19452.612569983216,-18099.21774851082,1640.3482765751207,-6208.071994881614,21416.724926848055
957.999,19457.34375799357,-18107.099496541417,1640.964797799719,-6208.123339560402,21424.495159458038
958.099,19462.076039291824,-18114.978905401065,1641.575492022824,-6208.180742410248,21432.26731471536
958.199,19466.8156141224,-18122.85831795235,1642.1846145607883,-6208.218768657487,21440.058438823202
958.299,19471.56658546912,-18130.734470014573,1642.7874884733128,-6208.273218305301,21447.854120820193
958.4,19476.372345100215,-18138.689288127607,1643.3905226632157,-6208.323877699404,21455.741877308978
958.5,19481.134248355233,-18146.560008698096,1643.984265454908,-6208.373746110497,21463.555408010023
958.599,19485.854717399256,-18154.35005014457,1644.5687829190056,-6208.42322620578,21471.2983184246
958.699,19490.62333959509,-18162.217387751516,1645.1541764634962,-6208.470197725799,21479.125716269933
958.8,19495.442383519014,-18170.16352922287,1645.7420957628237,-6208.508515588338,21487.042398336995
958.899,19500.171487650754,-18177.946187535916,1646.3137481983624,-6208.545872447026,21494.80821229755
958.999,19504.950189185496,-18185.806224427106,1646.8879366760402,-6208.577083361526,21502.660424052036
959.1,19509.78150989217,-18193.739252613203,1647.4620983534596,-6208.615108422048,21510.594029721877
959.199,19514.520429780943,-18201.512225524322,1648.021156055855,-6208.651075781891,21518.376213251326
959.299,19519.310296722993,-18209.357065493507,1648.580292651292,-6208.687677859535,21526.24111705812
959.399,19524.09859801864,-18217.202558746565,1649.135681120122,-6208.721670808416,21534.11044172647
959.499,19528.89056780101,-18225.046594696178,1649.6876319267242,-6208.757133832872,21541.984821028684
959.599,19533.677974253496,-18232.891472461255,1650.2338625932343,-6208.798971334759,21549.857859636162
959.699,19538.469619165444,-18240.731250534558,1650.773502439624,-6208.831639825582,21557.742938594172
959.8,19543.31352843712,-18248.64737109097,1651.3173140342863,-6208.86508178062,21565.710888125075
959.899,19548.057794629316,-18256.40755149239,1651.8460293926514,-6208.886512207104,21573.529121083015
959.999,19552.853018505146,-18264.24356551238,1652.3765773459338,-6208.921409936558,21581.423704084336
960.099,19557.64959998521,-18272.078132231803,1652.904984784887,-6208.950209216558,21589.324561518246
960.199,19562.44368738153,-18279.9098873854,1653.432417547683,-6208.969670052397,21597.228581312535
960.3,19567.283507069755,-18287.81719910849,1653.9630116955464,-6208.998415292047,21605.205724136733
960.4,19572.080451062968,-18295.647949630926,1654.4880492791615,-6209.021742910165,21613.112930289564
960.499,19576.829973597756,-18303.398956305547,1655.006641644067,-6209.040700370796,21620.944779649588
960.599,19581.631942133492,-18311.226252551507,1655.5308522113978,-6209.063740799973,21628.856598233535
960.7,19586.48565588652,-18319.12454375936,1656.0619260981682,-6209.08854408422,21636.845126847515
960.799,19591.238968685728,-18326.866830130104,1656.5843113943067,-6209.108293810802,21644.67393195943
960.899,19596.040515206,-18334.687158501125,1657.1148239923439,-6209.132848643587,21652.577728210334
961.0,19600.890481038048,-18342.584162543,1657.6543719829147,-6209.156575647056,21660.558327793577
961.099,19605.65177701642,-18350.325275055613,1658.1860528387,-6209.177628368919,21668.38692886898
961.2,19610.510682442095,-18358.223365739643,1658.7325066015044,-6209.203866865983,21676.36995575133
961.3,19615.319088149354,-18366.043633138,1659.2782523367339,-6209.223840302269,21684.27241050188
961.4,19620.127903409553,-18373.868229783315,1659.8282073626895,-6209.254934200985,21692.168674498163
961.5,19624.930243289753,-18381.689527214847,1660.3841635937924,-6209.283049088068,21700.05519159484
961.599,19629.687784943464,-18389.433499068895,1660.9400768708913,-6209.314764671667,21707.86001844442
961.699,19634.492386983973,-18397.257650007235,1661.5079127456852,-6209.343251893306,21715.741486004186
961.799,19639.29400117968,-18405.08299264329,1662.0787311368008,-6209.373816707889,21723.618279868984
961.899,19644.095305460338,-18412.905656146897,1662.6557854404728,-6209.394964024896,21731.494205987496
961.999,19648.89975386391,-18420.72487043294,1663.2372733323764,-6209.423240555704,21739.363890404937
962.099,19653.703401932868,-18428.541737626143,1663.8221389011878,-6209.4509630941,21747.229874497403
962.199,19658.50855320225,-18436.36020987221,1664.4099741618365,-6209.485612360271,21755.092417535416
962.299,19663.313475447972,-18444.17961601763,1664.9996877248943,-6209.51682282063,21762.95643667426
962.399,19668.11306899259,-18451.997650005127,1665.5926945702754,-6209.535647368021,21770.820281227436
962.499,19672.913796246157,-18459.81394128407,1666.1874869728408,-6209.5653449935435,21778.67725661946
962.599,19677.71585229266,-18467.63365102312,1666.785639307655,-6209.594358107414,21786.5356228034
962.7,19682.566367452233,-18475.531351267895,1667.3902974902644,-6209.625094574069,21794.47235263408
962.8,19687.363676189823,-18483.348334077447,1667.9887376812821,-6209.6597785725335,21802.323360873306
962.9,19692.162493286287,-18491.158891407948,1668.5935492264812,-6209.683531110623,21810.173646875613
962.999,19696.911773371452,-18498.897721764657,1669.1955659838743,-6209.699166042932,21817.950242771607
963.1,19701.751101250382,-18506.791481877393,1669.8142642356713,-6209.715183530909,21825.87527641086
963.199,19706.488873534956,-18514.530413959274,1670.426461380734,-6209.7447718540225,21833.627665444925
963.299,19711.27232223469,-18522.34983202758,1671.0477939634643,-6209.782329446449,21841.451864197483
963.399,19716.04485231411,-18530.17550438214,1671.6765360159222,-6209.829043010817,21849.260052973208
963.499,19720.810337146584,-18538.000821297523,1672.3138591603804,-6209.87640508454,21857.05553677135
963.599,19725.57483720738,-18545.82994050711,1672.9643901243883,-6209.921493959039,21864.8434971702
963.699,19730.330893726776,-18553.665919903815,1673.6222834652679,-6209.979802692116,21872.615591102425
963.799,19735.087865177837,-18561.50254848322,1674.289472495183,-6210.045904510064,21880.377506091543
963.9,19739.891974681395,-18569.423456528824,1674.9725963021083,-6210.114101372251,21888.21235011677
963.999,19744.593763989735,-18577.191295431294,1675.6487383769572,-6210.186466105592,21895.880498102422
964.099,19749.333712152747,-18585.038122294878,1676.3393610318155,-6210.272972843143,21903.605578071714
964.2,19754.113196179584,-18592.964570146327,1677.0477920826243,-6210.3574732121915,21911.395485934772
964.3,19758.837714384772,-18600.811626187533,1677.7589702408318,-6210.441382393715,21919.094035343365
964.4,19763.56047792375,-18608.662695345298,1678.475549726567,-6210.535836386077,21926.783769421156
964.5,19768.2881679612,-18616.518460258238,1679.2009520457755,-6210.639541481863,21934.46849258798
964.6,19773.00391467856,-18624.378187319555,1679.9334012620902,-6210.736880762956,21942.144177160735
964.7,19777.712988237865,-18632.237026760784,1680.673887549142,-6210.839039016118,21949.805288015737
964.799,19782.38772734512,-18640.016326399276,1681.4137742936825,-6210.94648731604,21957.39135493684
964.9,19787.15563392672,-18647.94835599553,1682.1756698434144,-6211.060679659608,21965.1194982785
964.999,19791.822518989873,-18655.725047070875,1682.9276673318388,-6211.186803294007,21972.678599780043
965.099,19796.55560247364,-18663.577487673112,1683.695930692571,-6211.307604863204,21980.325537260993
965.2,19801.33862526275,-18671.504891928023,1684.4800550204625,-6211.417066785872,21988.050233352136
965.299,19806.026034729308,-18679.279162112904,1685.2545350717248,-6211.521542071086,21995.62092360462
965.399,19810.76408417754,-18687.133136322736,1686.042518527073,-6211.642046591359,22003.259071381268
965.499,19815.493853962806,-18694.98783440501,1686.8411788187045,-6211.754743034213,22010.887220407636
965.599,19820.22570367557,-18702.84276456866,1687.6451159148655,-6211.868115093466,22018.51326646439
965.699,19824.961326414184,-18710.700031417116,1688.4513746912378,-6211.9906661023915,22026.13740598999
965.8,19829.735417451797,-18718.633307065695,1689.2696364028302,-6212.109162591859,22033.829556609435
965.9,19834.46212103045,-18726.487081239193,1690.0824213380424,-6212.229648110506,22041.441735721975
965.999,19839.14051992317,-18734.268586780636,1690.889795893719,-6212.352826781287,22048.97681623244
966.099,19843.855294625628,-18742.130020350978,1691.704686693259,-6212.483332759888,22056.577654045104
966.199,19848.57912724644,-18749.992833645545,1692.522060972573,-6212.601192023691,22064.19265165174
966.3,19853.35299318629,-18757.942648132488,1693.3443222451597,-6212.715465739038,22071.897063608296
966.4,19858.073478391096,-18765.811089130395,1694.1628273586189,-6212.848005319362,22079.504802468142
966.5,19862.79453062959,-18773.688843590553,1694.9796122352695,-6212.982461686476,22087.1194075062
966.6,19867.513704098095,-18781.570535063678,1695.8030713966084,-6213.102914319356,22094.737962970612
966.7,19872.233982221787,-18789.449379049056,1696.6211794149779,-6213.232665548218,22102.355702107696
966.799,19876.901634255875,-18797.253040309584,1697.4342621889389,-6213.3654969220315,22109.890538776323
966.899,19881.604870954117,-18805.123943107792,1698.2552959246484,-6213.479583097009,22117.497811839286
966.999,19886.302093923452,-18812.993117681915,1699.0778705816222,-6213.612779591146,22125.0877931361
967.1,19891.048218123222,-18820.941431935513,1699.9043381573595,-6213.753129996399,22132.756550917235
967.199,19895.695290208438,-18828.72803787713,1700.7136698544725,-6213.887062325575,22140.270301048113
967.3,19900.418249913902,-18836.673342985545,1701.5371625269945,-6214.037815268855,22147.916391805902
967.4,19905.085829556334,-18844.54183420333,1702.3503253172532,-6214.1941555375815,22155.479284395165
967.499,19909.71153805854,-18852.330091059797,1703.1581331881457,-6214.350349344245,22162.967284107297
967.599,19914.379868601936,-18860.19681987257,1703.9773579350979,-6214.496794376385,22170.531990354568
967.699,19919.040770637348,-18868.063183231145,1704.7940199733903,-6214.6598056929115,22178.08381553214
967.8,19923.73737204112,-18876.00773895969,1705.6155943933293,-6214.836040977326,22185.69876904927
967.899,19928.338255966646,-18883.793946004946,1706.425152644164,-6214.983108495066,22193.172039653175
968.0,19933.021517119625,-18891.74056356035,1707.2465759179165,-6215.157362792991,22200.780028037603
968.099,19937.604722950273,-18899.53526019016,1708.052727295963,-6215.320691844616,22208.238677979247
968.199,19942.238267609147,-18907.40913048924,1708.865944736878,-6215.497463176736,22215.771155540555
968.299,19946.868992555817,-18915.280251405562,1709.6771958564582,-6215.683111899169,22223.297058163025
968.4,19951.549061601094,-18923.230367909284,1710.4993528695813,-6215.867172045611,22230.901328286367
968.499,19956.12883936218,-18931.023392103947,1711.3026225044416,-6216.056501909586,22238.346761890334
968.599,19960.749067529614,-18938.891085544594,1712.114699033411,-6216.248375134981,22245.86015086402
968.7,19965.418923485893,-18946.837417623243,1712.93200546713,-6216.444653397883,22253.453184256316
968.8,19970.04921185644,-18954.70891486529,1713.7402923459806,-6216.647426093088,22260.975402177206
968.9,19974.672566834914,-18962.57840271571,1714.5464287111538,-6216.847342804771,22268.49493862953
968.999,19979.2429585575,-18970.369406115828,1715.3440577136332,-6217.049280328858,22275.93269183243
969.099,19983.861147014148,-18978.24118271849,1716.1498605101945,-6217.249422476739,22283.45095248987
969.2,19988.52241134317,-18986.18943861536,1716.9619872609646,-6217.457261430459,22291.039494459743
969.3,19993.134859687194,-18994.057349034363,1717.7639775866542,-6217.663386442492,22298.552050877253
969.4,19997.748703024765,-19001.92524578156,1718.5626837887544,-6217.875487829583,22306.065761124824
969.499,20002.316455238553,-19009.71401718435,1719.3533521108936,-6218.085659473701,22313.504786835136
969.599,20006.932311313187,-19017.58103395004,1720.147519522659,-6218.3029754087265,22321.021859250046
969.699,20011.545723478455,-19025.453185801696,1720.9387056912326,-6218.529800157654,22328.537607395687
969.8,20016.208593860978,-19033.400171851343,1721.7384624730455,-6218.749264136967,22336.13474338902
969.899,20020.78209807801,-19041.19037959194,1722.5165942519832,-6218.9748711317925,22343.583664978756
970.0,20025.450345405643,-19049.137081579924,1723.3082918695643,-6219.207309966659,22351.18568873567
970.099,20030.026330700788,-19056.929091224047,1724.0851993365977,-6219.4359898437015,22358.63837162181
970.199,20034.65337095818,-19064.801061372673,1724.8719064984075,-6219.673940644939,22366.166144959443
970.299,20039.276458867935,-19072.674893264768,1725.6632752413257,-6219.908925465487,22373.690372008856
970.4,20043.946764324988,-19080.620317290068,1726.465349296036,-6220.154618718335,22381.280199623776
970.5,20048.566774596784,-19088.483013549256,1727.26149058161,-6220.405457793594,22388.78396186414
970.599,20053.13967488493,-19096.27541553655,1728.059691802181,-6220.640515922552,22396.216878181414
970.699,20057.762802026078,-19104.153890243975,1728.871250603276,-6220.887315030928,22403.72342160606
970.799,20062.385000110593,-19112.029234883543,1729.6899611677609,-6221.131617900086,22411.22372300158
970.9,20067.050583842534,-19119.9844944988,1730.5161326239347,-6221.390540176135,22418.79170872542
970.999,20071.62754693489,-19127.78472840937,1731.3336719362824,-6221.64147671517,22426.210403333043
971.099,20076.250650575163,-19135.656906762164,1732.1621627325371,-6221.904991497763,22433.692762868875
971.199,20080.87352594755,-19143.529999751358,1733.0026767069814,-6222.156787328253,22441.17310648303
971.299,20085.496350236637,-19151.404141220468,1733.8445900760696,-6222.415612595471,22448.649551799797
971.399,20090.11216400544,-19159.285925551274,1734.6925231191283,-6222.680211199447,22456.11715327553
971.499,20094.726214036215,-19167.173456744007,1735.5417172759505,-6222.953817457228,22463.5811360562
971.599,20099.336970237866,-19175.062482277037,1736.401581766925,-6223.225776037515,22471.03624994299
971.699,20103.947111951486,-19182.960575891768,1737.2657415148237,-6223.498154025367,22478.493072866615
971.799,20108.55069916525,-19190.86322713768,1738.134725548392,-6223.780850852716,22485.938014614323
971.899,20113.143941778817,-19198.771113346655,1739.0122596723008,-6224.061480757102,22493.37247105028
972.0,20117.780211784237,-19206.76265278302,1739.895669184953,-6224.35938179088,22500.87631519664
972.099,20122.306853717997,-19214.591411450518,1740.7647828938652,-6224.660546322975,22508.207231635988
972.199,20126.872233994054,-19222.500662474624,1741.647010401127,-6224.963336088597,22515.60532326492
972.3,20131.469669169728,-19230.50100428909,1742.5476464879594,-6225.264579838234,22523.06878762603
972.4,20136.009266083092,-19238.41458852149,1743.4376248977196,-6225.5823272696325,22530.43486121858
972.5,20140.53965639875,-19246.333333638275,1744.3294404063133,-6225.905635386999,22537.792433075017
972.6,20145.068984552156,-19254.25101947334,1745.2169942029468,-6226.248256279508,22545.141588922077
972.699,20149.55134078742,-19262.09038506731,1746.1016667461306,-6226.575439889503,22552.419156066702
972.799,20154.07798082922,-19270.009686764166,1746.9936497174167,-6226.921892346638,22559.762693466997
972.9,20158.652865809592,-19277.999965099152,1747.8937187938693,-6227.271747314282,22567.178808701574
972.999,20163.125110906112,-19285.83773212014,1748.7788689465951,-6227.611690187134,22574.44162943983
973.099,20167.638341428974,-19293.75249625015,1749.668307837113,-6227.969206264532,22581.769486449797
973.199,20172.139055411968,-19301.666495858703,1750.5600035021534,-6228.326289534505,22589.085836218677
973.299,20176.642981006244,-19309.570537674088,1751.4515695414707,-6228.677793970325,22596.403110260646
973.4,20181.181210717146,-19317.557650467315,1752.3479797477721,-6229.044397227387,22603.784493644383
973.499,20185.62161489483,-19325.383002667393,1753.224263703027,-6229.413722221378,22611.008016154614
973.599,20190.089589899937,-19333.29404989049,1754.1098867102278,-6229.792007484177,22618.2915666009
973.699,20194.556925102093,-19341.20704108961,1754.9978028063804,-6230.166361157711,22625.576861938087
973.8,20199.063845996676,-19349.20405493347,1755.8973915837187,-6230.547232247811,22632.930559178156
973.899,20203.476270702642,-19357.04972954303,1756.7713879231153,-6230.937091101439,22640.13591013574
973.999,20207.93145627346,-19364.978218680044,1757.6571476838715,-6231.333742392252,22647.41131546221
974.099,20212.38758573394,-19372.90676524295,1758.5477367851004,-6231.730465706517,22654.68427734428
974.199,20216.84375140818,-19380.842099984933,1759.4345780274168,-6232.135604708496,22661.960107027928
974.299,20221.290154235576,-19388.775581889513,1760.3196445571148,-6232.543293364837,22669.227604592907
974.4,20225.778457938333,-19396.78868871437,1761.21177818566,-6232.954893602345,22676.56814547488
974.5,20230.221464226277,-19404.717674141793,1762.0965422923643,-6233.363224902635,22683.8316022591
974.599,20234.6227573251,-19412.563117158526,1762.9715673609014,-6233.765503677684,22691.024750345547
974.699,20239.070025428908,-19420.48843400428,1763.8518381812332,-6234.176941384631,22698.29283992081
974.799,20243.516926061744,-19428.41040762903,1764.7299303594596,-6234.589761012243,22705.560378189904
974.9,20248.008324378323,-19436.401193360765,1765.610716981795,-6235.014886318703,22712.8954945347
974.999,20252.407946367315,-19444.235704392686,1766.4733937640249,-6235.427326291671,22720.087919119585
975.099,20256.85348386312,-19452.1446300426,1767.339817329381,-6235.850362585236,22727.35245885372
975.199,20261.30746471677,-19460.0501516908,1768.20814101057,-6236.26499858193,22734.625934288986
975.299,20265.75996009813,-19467.95296337909,1769.0786849306478,-6236.6749069718835,22741.8982761135
975.4,20270.267549043187,-19475.927493823252,1769.9501269212985,-6237.088362603639,22749.255070476007
975.5,20274.723172822567,-19483.819315473887,1770.8041821950965,-6237.505669988544,22756.53407718924
975.6,20279.18124861468,-19491.706213678546,1771.655662495252,-6237.919383749767,22763.817093230628
975.699,20283.598930222975,-19499.507566402965,1772.498235017184,-6238.320987580944,22771.032440940784
975.799,20288.061836718283,-19507.384763077916,1773.3435715401863,-6238.723274784922,22778.326763171808
975.9,20292.577031381046,-19515.33544866792,1774.1964447688117,-6239.124806477742,22785.701406066495
975.999,20297.003267358625,-19523.121479483907,1775.022548854139,-6239.523299156778,22792.932026245377
976.1,20301.523436909956,-19531.05794217969,1775.8634834639759,-6239.922514339676,22800.314859051752
976.2,20306.00082047081,-19538.91387447704,1776.6885953411163,-6240.3205720718,22807.63020042017
976.299,20310.430489867114,-19546.691084821145,1777.5056508573127,-6240.702820137723,22814.87731258442
976.4,20314.957665588765,-19554.626078997346,1778.3319466945811,-6241.0962351674825,22822.28231235688
976.499,20319.396143621012,-19562.400890516386,1779.1360454980304,-6241.478281039998,22829.54716313292
976.6,20323.922122830652,-19570.333616563585,1779.9541419605823,-6241.864102926474,22836.962321015646
976.699,20328.357123285336,-19578.106022121978,1780.7514573533679,-6242.239871687108,22844.23345006845
976.799,20332.830536001213,-19585.957994126664,1781.5386195990566,-6242.640234361249,22851.57676410184
976.899,20337.298477910157,-19593.809785433903,1782.3305420667687,-6243.026563056878,22858.92052899874
976.999,20341.770818808836,-19601.656273076314,1783.111344192342,-6243.421023170063,22866.269710790402
977.1,20346.275406831646,-19609.58837506837,1783.8940143181553,-6243.815487129156,22873.694232744787
977.2,20350.727961809458,-19617.441798806914,1784.6663758683417,-6244.207413260696,22881.041076483256
977.3,20355.178482729145,-19625.289909797197,1785.4338477885408,-6244.596083695182,22888.38970034349
977.4,20359.6181137742,-19633.138020319042,1786.206189293068,-6244.967354999283,22895.736377766632
977.499,20364.00602332873,-19640.906723413675,1786.9534113712361,-6245.362154565599,22903.00194392499
977.599,20368.436654640907,-19648.756608045845,1787.7050393140935,-6245.761514196951,22910.344057795006
977.7,20372.8952188202,-19656.678468156515,1788.4475752503404,-6246.186217981589,22917.744143099928
977.802,20377.379384074644,-19664.68099871174,1789.19896700256,-6246.60785074256,22925.20748481622
977.9,20381.68308594451,-19672.368569176266,1789.9161146409708,-6247.020278891857,22932.37396849039
978.0,20386.054591026612,-19680.21833089769,1790.6497976143023,-6247.434988039766,22939.67627860129
978.099,20390.374659532463,-19687.993563772492,1791.3727151390397,-6247.851012012,22946.901863632775
978.2,20394.77302407111,-19695.92908277598,1792.0945686047232,-6248.301568256775,22954.266084689512
978.3,20399.120927548294,-19703.78425862685,1792.80576278534,-6248.749604504674,22961.553117202602
978.399,20403.421752289523,-19711.56427028458,1793.4977027006253,-6249.21966986361,22968.76129163153
978.5,20407.797141492523,-19719.498035499502,1794.2029796260133,-6249.70025425892,22976.10367077466
978.6,20412.123911354734,-19727.35802070729,1794.8883213204606,-6250.195502640425,22983.37160977965
978.7,20416.456445575055,-19735.21873585053,1795.5842250573535,-6250.673837678585,22990.646649532562
978.8,20420.769645491877,-19743.083872896877,1796.269656567303,-6251.17274729531,22997.90567983491
978.899,20425.035544485927,-19750.876446448834,1796.9482781105157,-6251.669377894961,23005.091320909654
978.999,20429.345625550213,-19758.752480351603,1797.630516004415,-6252.1782130445845,23012.352256159244
979.1,20433.68839613347,-19766.710524889877,1798.319676762629,-6252.694841256522,23019.678260227563
979.199,20437.93844930734,-19774.508613735637,1798.9928255783186,-6253.2111171743445,23026.849110437186
979.3,20442.274808357815,-19782.466158617743,1799.6742047971104,-6253.746636090239,23034.16612736608
979.4,20446.56363367651,-19790.34802764946,1800.3546630613187,-6254.276167686241,23041.405130198516
979.5,20450.842192835553,-19798.230268594958,1801.02598989226,-6254.823844591769,23048.633407846486
979.599,20455.076765098886,-19806.028576350942,1801.6955685108474,-6255.36294523161,23055.783853766996
979.699,20459.343396065135,-19813.912280471475,1802.364966675058,-6255.923774865303,23062.998426763068
979.8,20463.643041519306,-19821.877194187968,1803.0448495668918,-6256.49319346472,23070.274553385272
979.9,20467.889636112905,-19829.76837505467,1803.714203665797,-6257.067041180922,23077.470963511154
980.0,20472.124697166666,-19837.66733822245,1804.3839190170781,-6257.650242705279,23084.657460632327
980.099,20476.317420450552,-19845.49261623334,1805.0513770350583,-6258.238244843163,23091.766000392043
980.2,20480.58660287651,-19853.48421522764,1805.729364605499,-6258.852122957202,23099.011117231672
980.3,20484.822603946202,-19861.39283930614,1806.4127285812106,-6259.459759623865,23106.180536304295
980.4,20489.041961845913,-19869.305535278752,1807.0877268782424,-6260.0861072324515,23113.335273779496
980.5,20493.251591957567,-19877.229879453862,1807.7619913048306,-6260.720968849783,23120.48521395392
980.6,20497.44178793759,-19885.16384650804,1808.4348273433648,-6261.3698118954935,23127.618664070967
980.7,20501.62615359399,-19893.106542032674,1809.1164059989965,-6262.014326256463,23134.748662108446
980.799,20505.76579936134,-19900.96971215615,1809.7864025512192,-6262.665236998738,23141.80188669515
980.899,20509.93007059987,-19908.929207298566,1810.4585676744357,-6263.337651110378,23148.917974865148
980.999,20514.09278972839,-19916.89554409243,1811.1338384193084,-6264.012506419362,23156.033528537082
981.1,20518.295795878686,-19924.95079231418,1811.7947737645977,-6264.717711046943,23163.228365771967
981.2,20522.449192463995,-19932.933810254995,1812.4529773773513,-6265.414253064295,23170.348491439374
981.3,20526.59202012774,-19940.929182939162,1813.097429852118,-6266.124287506417,23177.471145671316
981.399,20530.69167652611,-19948.847011532653,1813.737701498028,-6266.824422649247,23184.523032101293
981.499,20534.81896122795,-19956.85455999089,1814.36658901677,-6267.547178665369,23191.646634093075
981.599,20538.943541652316,-19964.861555901152,1814.9934464444339,-6268.26440377076,23198.77325885103
981.699,20543.0582348817,-19972.880185230693,1815.6027585478653,-6268.995088874351,23205.905613705396
981.799,20547.157946352305,-19980.914741018616,1816.2079905408284,-6269.724860602995,23213.03974459023
981.899,20551.248103538455,-19988.95572995528,1816.8052346893128,-6270.459724026564,23220.1740361879
982.0,20555.376812426926,-19997.085919565474,1817.3927637607867,-6271.206206245238,23227.393743435845
982.1,20559.463481327846,-20005.145376770684,1817.965168604452,-6271.952178761039,23234.550876220357
982.199,20563.50620204709,-20013.136476848213,1818.5266507723984,-6272.684728686973,23241.649524533615
982.3,20567.62139794873,-20021.30627098226,1819.0821460647342,-6273.439728001798,23248.90445941564
